FECHA,SEMANA,TURNO,HORA DE INICIO,RESPONSABLE,OPERADORES,NUMERO DE PEDIDO,SELL.,NOMBRE DEL PEDIDO,TIPO DE BOLSA,MEDIDA,CALIBRE,GPM (Golpes por minuto),TEMPERATURA DE SELLADO (INFERIOR),TEMPERATURA DE SELLADO (SUPERIOR),PESO/BULTO,KG/DE BOBINA,N° DE BULTOS,PROMEDIO,MILLARES,SERIALIZADO INICIO,SERIALIZADO FIN,PESO DE TROQUEL,MERMA EXTRUSION,CAUSAS EXTRUSION,MER IMPRESIÓN,CAUSAS IMPRESIÓN,IMPRESIÓN  MERMA POR PROCESO,MERMA SELLADO,CAUSAS SELLADO,BOLSA DE 2A,ORIGEN,CUARENTENA,BASURA,MUESTRAS,HORA FINAL,HORAS DE TRABAJO
11/1/19,2,2,2:00:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-1655A,SEL012,FAUN-004,TIPODEBOLSA4,20X30,60,,,,64,114,4,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1.71,CAUSASIMPRESIÓN1,,0.05,CAUSASSELLADO1,0,,,0.07,0.02,22:00:00,8
11/1/19,2,3,10:00:00 p. m.,RESPONSABLE3,OPERADORES7,SAP-1655A,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,96,79,6,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.68,CAUSASIMPRESIÓN1,,0.2,CAUSASSELLADO1,0,,,0.06,0.03,6:00:00,8
11/1/19,2,3,10:30:00 p. m.,RESPONSABLE3,OPERADORES16,SAP-1637,SEL010,MATI-001,TIPODEBOLSA2,28X61,200,,,,81.5,0,5,16.3,5,N/A,N/A,0,0,CAUSASEXTRUSION1,2.87,CAUSASIMPRESIÓN3,,0,CAUSASSELLADO2,0,,,0,0,0:30:00,2
11/1/19,2,3,10:00:00 p. m.,RESPONSABLE3,OPERADORES5,SAP-1658,SEL011,CRIS-003,TIPODEBOLSA2,58X83,300,,,,325,286,13,25,0,N/A,N/A,0,5,CAUSASEXTRUSION2,5,CAUSASIMPRESIÓN5,,3,CAUSASSELLADO1,0,,,0.9,0.35,6:00:00,8
11/1/19,2,3,10:00:00 p. m.,RESPONSABLE3,OPERADORES8,SAP-1655A,SEL012,FAUN-004,TIPODEBOLSA4,20X30,60,,,,48,0,3,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.03,CAUSASSELLADO1,0,,,0,0,2:30:00,4.5
11/1/19,2,3,3:00:00 a. m.,RESPONSABLE3,OPERADORES8,SAP-1655A,SEL010,FAUN-004,TIPODEBOLSA4,20X30,60,,,,16,79,1,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.16,CAUSASSELLADO1,0,,,0.06,0.04,6:00:00,3
12/1/19,2,1,6:20:00 a. m.,RESPONSABLE1,OPERADORES2,SAP-1658,SEL011,CRIS-003,TIPODEBOLSA2,58X83,300,,,,152.8,151,6,25.47,0,N/A,N/A,0,0,CAUSASEXTRUSION1,3,CAUSASIMPRESIÓN1,,0.45,CAUSASSELLADO1,0,,,0.3,0.31,8:40:00,2.3
12/1/19,2,1,9:35:00 a. m.,RESPONSABLE1,OPERADORES2,SAP-1637,SEL011,MATI-001,TIPODEBOLSA2,28X61,200,,,,100.52,146,6,16.75,6,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.18,CAUSASSELLADO1,0,,,0.1,0.11,13:45:00,4.2
12/1/19,2,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES1,SAP-1655A,SEL010,FAUN-004,TIPODEBOLSA4,20X30,60,,,,64,0,4,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.64,CAUSASIMPRESIÓN1,,1.14,CAUSASSELLADO1,0,,,0.1,0.02,14:00:00,8
12/1/19,2,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES10,SAP-1655A,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,96,105,6,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,1.31,CAUSASSELLADO1,0,,,0.07,0.007,14:00:00,8
12/1/19,2,1,8:30:00 a. m.,RESPONSABLE1,OPERADORES9,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90,,,,375,424,15,25,0,N/A,N/A,54.85,0,CAUSASEXTRUSION1,2.05,CAUSASIMPRESIÓN1,,0.12,CAUSASSELLADO1,2.37,IMP. Y EXT.,,0.2,0.07,13:10:00,4.7
12/1/19,2,2,2:00:00 p. m.,RESPONSABLE2,OPERADORES6,SAP-1655A,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,80,96,5,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.3,CAUSASIMPRESIÓN1,,0.29,CAUSASSELLADO1,0,,,0.06,0.07,22:00:00,8
12/1/19,2,2,2:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90,,,,450,480,18,25,0,N/A,N/A,64.81,0,CAUSASEXTRUSION1,3.11,CAUSASIMPRESIÓN1,,3.74,CAUSASSELLADO1,0,,,0.15,0.05,19:30:00,5.5
12/1/19,2,2,2:00:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-1655A,SEL010,FAUN-004,TIPODEBOLSA4,20X30,60,,,,112,118,7,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.02,CAUSASSELLADO1,0,,,0,0.02,22:00:00,8
12/1/19,2,2,2:00:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-1637,SEL011,MATI-001,TIPODEBOLSA2,28X61,200,,,,134.91,0,8,16.86,8.14,N/A,N/A,0,0,CAUSASEXTRUSION1,1.54,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0.08,0.1,19:20:00,5.3
12/1/19,2,2,7:30:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-1662,SEL011,TEVE-003,TIPODEBOLSA2,30X55+6+5,175,,,,48.08,155,2,24.04,3,1,3000,0,1.02,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.44,CAUSASSELLADO1,0,,,0.02,0.11,22:00:00,2.5
12/1/19,2,3,10:00:00 p. m.,RESPONSABLE3,OPERADORES8,SAP-1655A,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,96,78,6,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.7,CAUSASIMPRESIÓN1,,0.01,CAUSASSELLADO1,0,,,0.08,0.04,6:00:00,8
12/1/19,2,3,10:00:00 p. m.,RESPONSABLE3,OPERADORES12,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90,,,,250,274,10,25,0,N/A,N/A,33.67,0,CAUSASEXTRUSION1,2.1,CAUSASIMPRESIÓN3,,0.54,CAUSASSELLADO1,1.38,IMP. Y EXT.,,0.1,0.05,1:30:00,3.5
12/1/19,2,3,10:00:00 p. m.,RESPONSABLE3,OPERADORES7,SAP-1655A,SEL010,FAUN-004,TIPODEBOLSA4,20X30,60,,,,96,135,6,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.93,CAUSASIMPRESIÓN1,,0.57,CAUSASSELLADO1,0,,,0.06,0.03,6:00:00,8
12/1/19,2,3,10:00:00 p. m.,RESPONSABLE3,OPERADORES5,SAP-1662,SEL011,TEVE-003,TIPODEBOLSA2,30X55+6+5,175,,,,168.21,166,7,24.03,10.5,3001,13500,0,0,CAUSASEXTRUSION1,2.27,CAUSASIMPRESIÓN6,,2,CAUSASSELLADO1,0,,,0.2,0.13,6:00:00,8
14/01/2019,3,1,6:30:00 a. m.,RESPONSABLE2,OPERADORES6,SAP-1655A,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,80,84,5,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.3,CAUSASIMPRESIÓN1,,0.18,CAUSASSELLADO1,0,,,0.08,0,14:00:00,7.5
14/01/2019,3,1,8:00:00 a. m.,RESPONSABLE2,OPERADORES3,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90,,,,525,625,21,25,0,N/A,N/A,77.05,0,CAUSASEXTRUSION1,5.73,CAUSASIMPRESIÓN1,,0.32,CAUSASSELLADO1,0,,,0.1,0.05,13:30:00,5.5
14/01/2019,3,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES4,SAP-1655A,SEL010,FAUN-004,TIPODEBOLSA4,20X30,60,,,,96,88,6,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.79,CAUSASIMPRESIÓN1,,1.4,CAUSASSELLADO1,0,,,0.05,0.03,14:00:00,8
14/01/2019,3,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES11,SAP-1662,SEL011,TEVE-003,TIPODEBOLSA2,30X55+6+5,175,,,,241.51,151,10,24.15,15,13501,28500,0,0.82,CAUSASEXTRUSION3,1,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,,,,0.12,0.08,14:00:00,8
14/01/2019,3,2,2:00:00 p. m.,RESPONSABLE3,OPERADORES8,SAP-1655A,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,128,153,8,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1.76,CAUSASIMPRESIÓN1,,0.02,CAUSASSELLADO1,0,,,0.15,0.02,22:00:00,8
14/01/2019,3,2,5:00:00 p. m.,RESPONSABLE3,OPERADORES5,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90,,,,325,504,13,25,0,N/A,N/A,37.9,0,CAUSASEXTRUSION1,1,CAUSASIMPRESIÓN1,,1.44,CAUSASSELLADO1,0,,,0.17,0.08,22:00:00,5
14/01/2019,3,2,2:00:00 p. m.,RESPONSABLE3,OPERADORES7,SAP-1655A,SEL010,FAUN-004,TIPODEBOLSA4,20X30,60,,,,128,147,8,16,0,N/A,N/A,0,1.32,CAUSASEXTRUSION3,1.96,CAUSASIMPRESIÓN1,,0.73,CAUSASSELLADO1,0,,,0.3,0.04,22:00:00,8
14/01/2019,3,2,2:00:00 p. m.,RESPONSABLE3,OPERADORES9,SAP-1662,SEL011,TEVE-003,TIPODEBOLSA2,30X55+6+5,175,,,,221.89,212,9,24.65,13.5,28501,42280,0,0,CAUSASEXTRUSION1,1.8,CAUSASIMPRESIÓN3,,0.84,CAUSASSELLADO1,0,,,0.34,0.09,22:00:00,8
14/01/2019,3,3,10:00:00 p. m.,RESPONSABLE1,OPERADORES1,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90,,,,125,0,5,25,0,N/A,N/A,18.26,0,CAUSASEXTRUSION1,0.83,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0.56,,,0,0,23:30:00,1.5
14/01/2019,3,3,11:30:00 p. m.,RESPONSABLE1,OPERADORES2,SAP-1663,SEL011,TEVE-003,TIPODEBOLSA2,45X75+5,220,,,,204.03,273,11,18.55,5.5,1,5500,0,2.27,CAUSASEXTRUSION3,5.5,CAUSASIMPRESIÓN1,,5.81,CAUSASSELLADO1,0,,,0.63,0.33,5:45:00,6.3
14/01/2019,3,3,11:40:00 p. m.,RESPONSABLE1,OPERADORES1,SAP-1659,SEL009,TACV-001,TIPODEBOLSA1,25+15X51,65,,,,104.65,146,6,17.44,18,N/A,N/A,19.32,0,CAUSASEXTRUSION1,1.85,CAUSASIMPRESIÓN1,,1.17,CAUSASSELLADO1,4,IMP. Y SELL,,0.2,0.06,6:00:00,6.3
14/01/2019,3,3,10:00:00 p. m.,RESPONSABLE1,OPERADORES13,SAP-1655A,SEL010,FAUN-004,TIPODEBOLSA4,20X30,60,,,,64,60,4,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1.39,CAUSASIMPRESIÓN1,,0.9,CAUSASSELLADO1,0,,,0.05,0,5:00:00,7
14/01/2019,3,3,10:00:00 p. m.,RESPONSABLE1,OPERADORES10,SAP-1655A,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,112,76,7,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.87,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0.08,0.06,5:55:00,7.9
15/01/2019,3,1,6:10:00 a. m.,RESPONSABLE2,OPERADORES6,SAP-1655A,SEL008,FAUN-004,TIPODEBOLSA4,20X30,60,,,,37,0,2,18.5,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.4,CAUSASIMPRESIÓN1,,0.11,CAUSASSELLADO1,0,,,0,0,9:00:00,2.8
15/01/2019,3,1,8:00:00 a. m.,RESPONSABLE2,OPERADORES3,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90,,,,425,501,17,25,0,N/A,N/A,57.93,2.68,CAUSASEXTRUSION3,2.06,CAUSASIMPRESIÓN1,,2,CAUSASSELLADO1,0,,,0.08,0.06,13:30:00,5.5
15/01/2019,3,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES4,SAP-1655A,SEL010,FAUN-004,TIPODEBOLSA4,20X30,60,,,,48,0,3,16,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0.35,CAUSASIMPRESIÓN6,,0.8,CAUSASSELLADO1,0,,,0,0,10:00:00,4
15/01/2019,3,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES11,SAP-1663,SEL011,TEVE-005,TIPODEBOLSA2,45X75+5,220,,,,167.31,122,8,20.91,4,5501,9950,0,1.33,CAUSASEXTRUSION3,4.1,CAUSASIMPRESIÓN1,,0.82,CAUSASSELLADO1,0,,,0.1,0.34,12:30:00,6.5
15/01/2019,3,2,2:00:00 p. m.,RESPONSABLE3,OPERADORES5,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90,,,,200,205,8,25,0,N/A,N/A,23.36,0,CAUSASEXTRUSION1,1.07,CAUSASIMPRESIÓN1,,0.03,CAUSASSELLADO1,0.58,IMP. Y EXT.,,0.01,0.04,16:00:00,2
15/01/2019,3,2,4:30:00 p. m.,RESPONSABLE3,OPERADORES7,SAP-1659,SEL009,TACV-001,TIPODEBOLSA1,25+15X51,65,,,,69.65,66,4,17.41,13.5,N/A,N/A,8.24,0,CAUSASEXTRUSION1,0.5,CAUSASIMPRESIÓN1,,0.25,CAUSASSELLADO1,0.33,IMP. Y EXT.,,0.1,0.04,17:45:00,1.3
15/01/2019,3,2,3:15:00 p. m.,RESPONSABLE3,OPERADORES9,SAP-1669,SEL011,MRHI-002,TIPODEBOLSA2,28X61A,200,,,,292.95,326,18,16.28,18,1,2000,0,0,CAUSASEXTRUSION1,0.65,CAUSASIMPRESIÓN1,,0.35,CAUSASSELLADO1,0,,,0.5,0.1,22:00:00,6.8
15/01/2019,3,2,6:00:00 p. m.,RESPONSABLE3,OPERADORES5,SAP-1638,SEL009,MOLI-001,TIPODEBOLSA1,30+18X60,90,,,,180,217,9,20,0,N/A,N/A,22.95,0,CAUSASEXTRUSION1,1.17,CAUSASIMPRESIÓN1,,0.4,CAUSASSELLADO1,0.38,IMP. Y EXT.,,0.13,0.07,22:00:00,4
15/01/2019,3,3,10:00:00 p. m.,RESPONSABLE1,OPERADORES17,SAP-1638,SEL009,MOLI-001,TIPODEBOLSA1,30X18X60,90,,,,40,56,2,20,0,N/A,N/A,6.11,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,1.07,CAUSASSELLADO1,1.52,SELLADO,,0.16,0.06,23:30:00,1.5
15/01/2019,3,3,12:00:00 a. m.,RESPONSABLE1,OPERADORES17,SAP-1655,SEL009,FAUN-004,TIPODEBOLSA1,25+18X50,70,,,,304,360,19,16,0,N/A,N/A,48.32,0,CAUSASEXTRUSION1,3.75,CAUSASIMPRESIÓN1,,3.75,CAUSASSELLADO1,,,,0.36,0.6,6:00:00,6
15/01/2019,3,3,10:00:00 p. m.,RESPONSABLE1,OPERADORES10,SAP-1657,SEL003,DAUZ-003,TIPODEBOLSA6,40+20X60,120,,,,40,66,2,20,0,N/A,N/A,6.89,0,CAUSASEXTRUSION1,6,CAUSASIMPRESIÓN6,,1.31,CAUSASSELLADO1,0,,,0.12,0.27,3:00:00,5
15/01/2019,3,3,3:15:00 a. m.,RESPONSABLE1,OPERADORES10,SAP-1671,SEL005,FRES-002,TIPODEBOLSA2,50X100,300,,,,41.2,85,2,20.6,0.6,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,3.81,CAUSASSELLADO1,0,,,0.34,0.29,6:00:00,2.8
15/01/2019,3,3,10:00:00 p. m.,RESPONSABLE1,OPERADORES2,SAP-1669,SEL011,MRHI-002,TIPODEBOLSA2,28X61A,200,,,,326.09,299,20,16.3,20,N/A,N/A,0,0,CAUSASEXTRUSION1,8.25,CAUSASIMPRESIÓN1,,1,CAUSASSELLADO1,0,,,1,0.17,5:50:00,7.8
16/01/2019,3,1,8:00:00 a. m.,RESPONSABLE2,OPERADORES12,SAP-1657,SEL003,DAUZ-003,TIPODEBOLSA6,40+24X60,120,,,,100,145,5,20,0,N/A,N/A,10.26,0,CAUSASEXTRUSION1,2.5,CAUSASIMPRESIÓN1,,3.5,CAUSASSELLADO1,0,,,0.33,0,14:00:00,6
16/01/2019,3,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES4,SAP-1671,SEL005,FRES-002,TIPODEBOLSA2,50X100,300,,,,273.06,248,13,21,3.9,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,2.66,CAUSASSELLADO1,0,,,0.5,0.22,14:00:00,8
16/01/2019,3,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES3,SAP-1655,SEL009,FAUN-001,TIPODEBOLSA1,25+18X50,70,,,,496,692,31,16,0,N/A,N/A,78.1,0,CAUSASEXTRUSION1,3.75,CAUSASIMPRESIÓN1,,1.26,CAUSASSELLADO1,0,,,0.21,0.06,14:00:00,8
16/01/2019,3,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES11,SAP-1669,SEL011,MRHI-002,TIPODEBOLSA2,28X61,200,,,,324.57,340,20,16.23,20,2001,2000,0,0,CAUSASEXTRUSION1,3.67,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0.41,0.11,14:00:00,8
16/01/2019,3,2,2:00:00 p. m.,RESPONSABLE3,OPERADORES5,SAP-1655,SEL009,FAUN-001,TIPODEBOLSA1,25+18X50,70,,,,496,505,31,16,0,N/A,N/A,77.77,0,CAUSASEXTRUSION1,2.48,CAUSASIMPRESIÓN1,,1,CAUSASSELLADO1,0,,,0.45,0.05,22:00:00,8
16/01/2019,3,2,2:00:00 p. m.,RESPONSABLE3,OPERADORES8,SAP-1671,SEL005,FRES-002,TIPODEBOLSA2,50X100,300,,,,312.37,344,15,20.82,4.5,N/A,N/A,0,1,CAUSASEXTRUSION3,0,CAUSASIMPRESIÓN4,,0.19,CAUSASSELLADO1,0,,,0.85,0.34,22:00:00,8
16/01/2019,3,2,2:00:00 p. m.,RESPONSABLE3,OPERADORES7,SAP-1657,SEL003,DAUZ-003,TIPODEBOLSA6,40+24X60,120,,,,111.5,98,5,22.3,0,N/A,N/A,13.32,0,CAUSASEXTRUSION1,3.8,CAUSASIMPRESIÓN3,,1.23,CAUSASSELLADO1,0,,,0.1,0,20:00:00,6
16/01/2019,3,2,2:00:00 p. m.,RESPONSABLE3,OPERADORES9,SAP-1669,SEL011,MRHI-002,TIPODEBOLSA2,28X61,200,,,,235.6,234,14,16.83,14.4,2001,400,0,0,CAUSASEXTRUSION1,7,CAUSASIMPRESIÓN3,,0.22,CAUSASSELLADO1,0,,,0.2,0.1,20:20:00,6.3
16/01/2019,3,3,10:00:00 p. m.,RESPONSABLE1,OPERADORES10,SAP-1671,SEL005,FRES-002,TIPODEBOLSA2,50X100,300,,,,117.09,78,5,23.42,1.7,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,2.17,CAUSASSELLADO1,0,,,0.3,0.28,3:00:00,5
16/01/2019,3,3,10:00:00 p. m.,RESPONSABLE1,OPERADORES1,SAP-1655,SEL009,FAUN-001,TIPODEBOLSA1,25+18X50,70,,,,240,261,15,16,0,N/A,N/A,40.8,0,CAUSASEXTRUSION1,3.86,CAUSASIMPRESIÓN1,,2,CAUSASSELLADO1,0,,,0.29,0.7,2:00:00,4
16/01/2019,3,3,3:00:00 a. m.,RESPONSABLE1,OPERADORES1,SAP-1638,SEL009,MOLI-001,TIPODEBOLSA1,30+18X60,90,,,,160,224,8,20,0,N/A,N/A,19,0,CAUSASEXTRUSION1,0.48,CAUSASIMPRESIÓN1,,1.58,CAUSASSELLADO1,0,,,0.18,0.06,6:00:00,3
17/01/2019,3,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES3,SAP-1638,SEL009,MOLI-001,TIPODEBOLSA1,30+18X60,90,,,,264.4,244,13,20.34,0,N/A,N/A,34.2,0,CAUSASEXTRUSION1,0.97,CAUSASIMPRESIÓN1,,0.18,CAUSASSELLADO1,1.2,IMP. Y SELL,,0.33,0.05,9:20:00,3.3
17/01/2019,3,1,9:30:00 a. m.,RESPONSABLE2,OPERADORES3,SAP-1664,SEL009,POLE-001,TIPODEBOLSA1,30+18X57,50,,,,199.89,254,11,18.17,33,N/A,N/A,31.47,4.5,CAUSASEXTRUSION3,0.3,CAUSASIMPRESIÓN1,,0.3,CAUSASSELLADO1,4.5,IMP. Y SELL,,0.16,0.03,14:00:00,4.5
17/01/2019,3,2,2:00:00 p. m.,RESPONSABLE3,OPERADORES5,SAP-1664,SEL009,POLE-001,TIPODEBOLSA1,30+18X57,50,,,,56,45,3,18.67,9.196,N/A,N/A,8.45,0,CAUSASEXTRUSION1,0.53,CAUSASIMPRESIÓN1,,0.41,CAUSASSELLADO1,0,,,0.05,0.04,16:00:00,2
17/01/2019,3,2,4:00:00 p. m.,RESPONSABLE3,OPERADORES5,SAP-1655,SEL009,FAUN-001,TIPODEBOLSA1,25+18X50,70,,,,416,469,26,16,0,N/A,N/A,58.88,0,CAUSASEXTRUSION1,4,CAUSASIMPRESIÓN1,,1.88,CAUSASSELLADO1,0,,,0.42,0.06,22:00:00,6
17/01/2019,3,2,2:00:00 p. m.,RESPONSABLE3,OPERADORES8,SAP-1672,SEL012,TIBU-001,TIPODEBOLSA2,30X60,200,,,,250,294,10,25,0,N/A,N/A,0,0,CAUSASEXTRUSION1,12.45,CAUSASIMPRESIÓN3,,4.07,CAUSASSELLADO1,0,,,1.07,0.1,22:00:00,8
17/01/2019,3,3,10:00:00 p. m.,RESPONSABLE1,OPERADORES10,SAP-1672,SEL012,TIBU-001,TIPODEBOLSA2,30X60,200,,,,160.22,143,6,26.7,0,N/A,N/A,0,0,CAUSASEXTRUSION1,11.25,CAUSASIMPRESIÓN6,,0.82,CAUSASSELLADO1,0,,,0.22,0.13,3:00:00,5
17/01/2019,3,3,10:00:00 p. m.,RESPONSABLE1,OPERADORES17,SAP-1655,SEL009,FAUN-001,TIPODEBOLSA1,25+18X50,70,,,,480,513,30,16,0,N/A,N/A,69.82,2.33,CAUSASEXTRUSION5,2.46,CAUSASIMPRESIÓN1,,2,CAUSASSELLADO1,0,,,0.86,0.06,6:00:00,8
18/01/2019,3,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES3,SAP-1655,SEL009,FAUN-001,TIPODEBOLSA1,25+18X50,70,,,,137.22,151,8,17.15,0,N/A,N/A,19.8,2.1,CAUSASEXTRUSION3,1.9,CAUSASIMPRESIÓN1,,0.48,CAUSASSELLADO1,0,,,0.25,0.06,8:25:00,2.4
18/01/2019,3,1,12:40:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-1676,SEL010,HIEL-003,TIPODEBOLSA2,30X60,220,,,,50,208,2,25,0,N/A,N/A,0,0,CAUSASEXTRUSION1,2.19,CAUSASIMPRESIÓN1,,0.55,CAUSASSELLADO1,0,,,0.15,0.15,13:25:00,0.8
18/01/2019,3,1,8:30:00 a. m.,RESPONSABLE2,OPERADORES3,SAP-1661,SEL009,ELEC-001,TIPODEBOLSA1,27+15X51,90,,,,260,292,13,20,0,N/A,N/A,40.5,0,CAUSASEXTRUSION1,1.45,CAUSASIMPRESIÓN1,,0.35,CAUSASSELLADO1,1.65,IMP. Y SELL,,0.12,0.05,14:00:00,5.5
18/01/2019,3,1,1:10:00 p. m.,RESPONSABLE2,OPERADORES6,SAP-1676,SEL012,HIEL-003,TIPODEBOLSA2,30X60,220,,,,25,54,1,25,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,3.33,CAUSASSELLADO1,0,,,0,0,14:00:00,0.8
18/01/2019,3,1,6:00:00 a. m.,RESPONSABLE2,OPERADORES11,SAP-1672A,SEL011,TIBO-002,TIPODEBOLSA2,45X90,300,,,,0,105,0,#DIV/0!,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0,CAUSASSELLADO2,0,,,0,0,14:00:00,8
18/01/2019,3,2,2:00:00 p. m.,RESPONSABLE3,OPERADORES5,SAP-1661,SEL009,ELEC-001,TIPODEBOLSA1,27+15X51,90,,,,178.9,219,8,22.36,0,N/A,N/A,27.19,0,CAUSASEXTRUSION1,2,CAUSASIMPRESIÓN1,,0.63,CAUSASSELLADO1,0,,,0.21,0.07,18:00:00,4
18/01/2019,3,2,2:00:00 p. m.,RESPONSABLE3,OPERADORES9,SAP-1672A,SEL011,TIBO-002,TIPODEBOLSA2,45X90,300,,,,325,339,13,25,0,N/A,N/A,0,0,CAUSASEXTRUSION1,4.66,CAUSASIMPRESIÓN1,,4.6,CAUSASSELLADO1,0,,,0.42,0.32,22:00:00,8
18/01/2019,3,2,2:00:00 p. m.,RESPONSABLE3,OPERADORES8,SAP-1676,SEL012,HIEL-003,TIPODEBOLSA2,30X60,220,,,,175,147,7,25,0,N/A,N/A,0,0,CAUSASEXTRUSION1,2.06,CAUSASIMPRESIÓN1,,0.12,CAUSASSELLADO1,0,,,0.34,0.1,17:00:00,3
18/01/2019,3,2,3:00:00 p. m.,RESPONSABLE3,OPERADORES7,SAP-1676,SEL010,HIEL-003,TIPODEBOLSA2,30X60,220,,,,143.2,0,5,28.64,0,N/A,N/A,0,0,CAUSASEXTRUSION1,2.06,CAUSASIMPRESIÓN1,,0.67,CAUSASSELLADO1,0,,,0,0.08,17:00:00,2
18/01/2019,3,2,6:00:00 p. m.,RESPONSABLE3,OPERADORES5,SAP-1665,SEL009,POSI-001,TIPODEBOLSA1,27+15X51,90,,,,220,331,11,20,0,N/A,N/A,34.34,0,CAUSASEXTRUSION1,1.52,CAUSASIMPRESIÓN1,,1,CAUSASSELLADO1,2.45,IMP. Y EXT.,,0.48,0.07,22:00:00,4
18/01/2019,3,3,10:00:00 p. m.,RESPONSABLE1,OPERADORES2,SAP-1672A,SEL011,TIBU-001,TIPODEBOLSA2,45X90,300,,,,98.26,0,3,32.75,0,N/A,N/A,0,0,CAUSASEXTRUSION1,2.74,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0,0,0:00:00,2
18/01/2019,3,3,10:00:00 p. m.,RESPONSABLE1,OPERADORES10,SAP-1684A,SEL010,PLUS-003,TIPODEBOLSA2,30X60,200,,,,150,169,6,25,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1.61,CAUSASIMPRESIÓN1,,0.5,CAUSASSELLADO1,0,,,0.23,0.11,2:00:00,4
