,SEMANA,FECHA,TURNO,IMPRESORA,OPERADOR,N° DE PEDIDO,CLAVE SAP,NOMBRE DE PEDIDO,TIPO DE PRODUCTO,ANCHO DE PELICULA,TINTAS,FOLIO DEL ROLLO,HORA INICIO,HORA FINAL,PESO DE ROLLO,RECUPERADO,% DE RECUP,HORAS DE TRABAJO,DISCO,year,month,day,week,date
116,2.0,2019-01-10,2.0,7.0,OPERADOR2,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-18-1,4:45:00 PM,6:30:00 PM,231.,,,1.75,,2019,1,10,2,2019-01-10
117,2.0,2019-01-10,2.0,7.0,OPERADOR2,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-19-1,7:05:00 PM,8:00:00 PM,115.,,,0.92,,2019,1,10,2,2019-01-10
118,2.0,2019-01-10,2.0,6.0,OPERADOR7,SAP-1650,,NOMBREDEPEDIDO20,TIPODEPRODUCTO1,48CM,,SAP-1650-4-1,2:25:00 PM,2:50:00 PM,26.,,,0.42,,2019,1,10,2,2019-01-10
119,2.0,2019-01-10,2.0,6.0,OPERADOR7,SAP-1650,,NOMBREDEPEDIDO20,TIPODEPRODUCTO1,48CM,,SAP-1650-1-1,2:55:00 PM,3:10:00 PM,9.,,,0.25,,2019,1,10,2,2019-01-10
120,2.0,2019-01-10,2.0,6.0,OPERADOR7,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-1-1,6:35:00 PM,7:50:00 PM,71.,2.,,1.25,,2019,1,10,2,2019-01-10
121,2.0,2019-01-10,2.0,6.0,OPERADOR7,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-2-1,8:00:00 PM,9:15:00 PM,85.,,,1.25,,2019,1,10,2,2019-01-10
122,2.0,2019-01-10,2.0,5.0,OPERADOR3,SAP-1652,,NOMBREDEPEDIDO24,TIPODEPRODUCTO2,54CM,,SAP-1652-2-1,2:15:00 PM,3:15:00 PM,116.,,,1.,,2019,1,10,2,2019-01-10
123,2.0,2019-01-10,2.0,5.0,OPERADOR3,SAP-1652,,NOMBREDEPEDIDO24,TIPODEPRODUCTO2,54CM,,SAP-1652-3-1,3:25:00 PM,4:20:00 PM,96.,,,0.92,,2019,1,10,2,2019-01-10
124,2.0,2019-01-10,2.0,5.0,OPERADOR3,SAP-1651,,NOMBREDEPEDIDO25,TIPODEPRODUCTO7,90CM,,AJUSTE,,,,3.,,0.,,2019,1,10,2,2019-01-10
125,2.0,2019-01-10,2.0,5.0,OPERADOR3,SAP-1651,,NOMBREDEPEDIDO25,TIPODEPRODUCTO7,90CM,,SAP-1651-2-1,6:00:00 PM,6:30:00 PM,70.,,,0.5,,2019,1,10,2,2019-01-10
126,2.0,2019-01-10,2.0,5.0,OPERADOR3,SAP-1651,,NOMBREDEPEDIDO25,TIPODEPRODUCTO7,90CM,,SAP-1651-2-2,6:35:00 PM,7:40:00 PM,75.,,,1.08,,2019,1,10,2,2019-01-10
127,2.0,2019-01-11,1.0,6.0,OPERADOR4,SAP-1655-A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-3-1,6:10:00 AM,7:40:00 AM,90.,,,1.5,,2019,1,11,2,2019-01-11
128,2.0,2019-01-11,1.0,6.0,OPERADOR4,SAP-1655-A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-3-2,8:00:00 AM,8:50:00 AM,41.,,,0.83,,2019,1,11,2,2019-01-11
129,2.0,2019-01-11,1.0,6.0,OPERADOR4,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,SAP-1655A-5-1,,9:00:00 AM,11:00:00 AM,114.,,,2.,,2019,1,11,2,2019-01-11
130,2.0,2019-01-11,1.0,6.0,OPERADOR4,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-4-1,11:40:00 AM,1:15:00 PM,106.,,,1.58,,2019,1,11,2,2019-01-11
131,2.0,2019-01-11,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-22-1,6:20:00 AM,7:15:00 AM,133.,,,0.92,,2019,1,11,2,2019-01-11
132,2.0,2019-01-11,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-23-1,7:20:00 AM,8:30:00 AM,152.,,,1.17,,2019,1,11,2,2019-01-11
133,2.0,2019-01-11,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-21-1,8:35:00 AM,9:15:00 AM,92.,,,0.67,,2019,1,11,2,2019-01-11
134,2.0,2019-01-11,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-20-1,9:20:00 AM,10:00:00 AM,89.,,,0.67,,2019,1,11,2,2019-01-11
135,2.0,2019-01-11,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-24-1,11:30:00 AM,1:30:00 PM,226.,,,2.,,2019,1,11,2,2019-01-11
136,2.0,2019-01-11,1.0,5.0,OPERADOR1,SAP-1651,,NOMBREDEPEDIDO25,TIPODEPRODUCTO7,90CM,,SAP-1651-1-1,6:30:00 AM,7:35:00 AM,140.,,,1.08,,2019,1,11,2,2019-01-11
137,2.0,2019-01-11,1.0,5.0,OPERADOR1,SAP-1658,,NOMBREDEPEDIDO26,TIPODEPRODUCTO4,83CM,,,7:40:00 AM,8:25:00 AM,,2.,,0.75,,2019,1,11,2,2019-01-11
138,2.0,2019-01-11,1.0,5.0,OPERADOR1,SAP-1658,,NOMBREDEPEDIDO26,TIPODEPRODUCTO2,83CM,,SAP-1658-2-1,8:30:00 AM,9:20:00 AM,124.,,,0.83,,2019,1,11,2,2019-01-11
139,2.0,2019-01-11,1.0,5.0,OPERADOR1,SAP-1658,,NOMBREDEPEDIDO26,TIPODEPRODUCTO2,83CM,,SAP-1658-3-1,9:25:00 AM,10:10:00 AM,173.,,,0.75,,2019,1,11,2,2019-01-11
140,2.0,2019-01-11,1.0,5.0,OPERADOR1,SAP-1658,,NOMBREDEPEDIDO26,TIPODEPRODUCTO2,83CM,,SAP-1658-4-1,11:00:00 AM,11:50:00 AM,160.,,,0.83,,2019,1,11,2,2019-01-11
141,2.0,2019-01-11,1.0,5.0,OPERADOR1,SAP-1658,,NOMBREDEPEDIDO26,TIPODEPRODUCTO2,83CM,,SAP-1658-5-1,12:00:00 PM,12:45:00 PM,151.,,,0.75,,2019,1,11,2,2019-01-11
142,2.0,2019-01-11,1.0,5.0,OPERADOR1,SAP-1658,,NOMBREDEPEDIDO26,TIPODEPRODUCTO2,83CM,,SAP-1658-6-1,1:00:00 PM,1:50:00 PM,162.,,,0.83,,2019,1,11,2,2019-01-11
143,2.0,2019-01-11,2.0,7.0,OPERADOR2,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-25-1,3:00:00 PM,4:00:00 PM,183.,,,1.,,2019,1,11,2,2019-01-11
144,2.0,2019-01-11,2.0,7.0,OPERADOR2,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-26-1,4:25:00 PM,6:00:00 PM,210.,,,1.58,,2019,1,11,2,2019-01-11
145,2.0,2019-01-11,2.0,5.0,OPERADOR3,SAP-1658,,NOMBREDEPEDIDO26,TIPODEPRODUCTO2,83CM,,SAP-1658-1-1,2:20:00 PM,3:45:00 PM,64.,,,1.42,,2019,1,11,2,2019-01-11
146,2.0,2019-01-11,2.0,5.0,OPERADOR3,SAP-1637,,NOMBREDEPEDIDO27,TIPODEPRODUCTO2,61CM,,AJUSTE,,,,5.,,0.,,2019,1,11,2,2019-01-11
147,2.0,2019-01-11,2.0,5.0,OPERADOR3,SAP-1637,,NOMBREDEPEDIDO27,TIPODEPRODUCTO2,61CM,,SAP-1637-2-1,6:00:00 PM,7:30:00 PM,125.,,,1.5,,2019,1,11,2,2019-01-11
148,2.0,2019-01-11,2.0,5.0,OPERADOR3,SAP-1637,,NOMBREDEPEDIDO27,TIPODEPRODUCTO2,61CM,,SAP-1637-1-1,8:15:00 PM,9:30:00 PM,90.,,,1.25,,2019,1,11,2,2019-01-11
149,2.0,2019-01-11,2.0,6.0,OPERADOR7,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,SAP-1655A-5-1,SAP-1655A-7-1,2:25:00 PM,3:40:00 PM,79.,,,1.25,,2019,1,11,2,2019-01-11
150,2.0,2019-01-11,2.0,6.0,OPERADOR7,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-6-1,3:50:00 PM,5:25:00 PM,79.,,,1.58,,2019,1,11,2,2019-01-11
151,2.0,2019-01-11,2.0,6.0,OPERADOR7,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-8-1,5:35:00 PM,6:45:00 PM,65.,,,1.17,,2019,1,11,2,2019-01-11
152,2.0,2019-01-11,2.0,6.0,OPERADOR7,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-8-2,6:50:00 PM,7:05:00 PM,66.,,,0.25,,2019,1,11,2,2019-01-11
153,2.0,2019-01-12,1.0,6.0,OPERADOR4,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-9-1,6:10:00 AM,7:55:00 AM,105.,,,1.75,,2019,1,12,2,2019-01-12
154,2.0,2019-01-12,1.0,6.0,OPERADOR4,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-10-1,8:05:00 AM,10:05:00 AM,118.,,,2.,,2019,1,12,2,2019-01-12
155,2.0,2019-01-12,1.0,6.0,OPERADOR4,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-11-1,10:15:00 AM,1:30:00 PM,96.,,,3.25,,2019,1,12,2,2019-01-12
156,2.0,2019-01-12,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-27-1,6:20:00 AM,8:05:00 AM,236.,,,1.75,,2019,1,12,2,2019-01-12
157,2.0,2019-01-12,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-28-1,8:10:00 AM,9:20:00 AM,188.,,,1.17,,2019,1,12,2,2019-01-12
158,2.0,2019-01-12,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-31-1,9:25:00 AM,12:05:00 PM,250.,,,2.67,,2019,1,12,2,2019-01-12
159,2.0,2019-01-12,1.0,5.0,OPERADOR1,SAP-1637,,NOMBREDEPEDIDO27,TIPODEPRODUCTO2,61CM,,SAP-1637-1-2,6:40:00 AM,7:30:00 AM,56.,,,0.83,,2019,1,12,2,2019-01-12
160,2.0,2019-01-12,1.0,5.0,OPERADOR1,SAP-1637,,NOMBREDEPEDIDO27,TIPODEPRODUCTO2,61CM,,SAP-1637-3-1,7:40:00 AM,8:50:00 AM,81.,,,1.17,,2019,1,12,2,2019-01-12
161,2.0,2019-01-12,1.0,5.0,OPERADOR1,SAP-1662,,NOMBREDEPEDIDO28,TIPODEPRODUCTO4,63.5CM,,,9:00:00 AM,12:10:00 PM,,1.,,3.17,,2019,1,12,2,2019-01-12
162,2.0,2019-01-12,1.0,5.0,OPERADOR1,SAP-1662,,NOMBREDEPEDIDO28,TIPODEPRODUCTO2,63.5CM,,SAP-1662-2-1,12:20:00 PM,1:50:00 PM,143.,,,1.5,,2019,1,12,2,2019-01-12
163,2.0,2019-01-12,2.0,6.0,OPERADOR7,SAP-15655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-13-1,2:20:00 PM,3:15:00 PM,60.,,,0.92,,2019,1,12,2,2019-01-12
164,2.0,2019-01-12,2.0,6.0,OPERADOR7,SAP-15655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-4-1,3:25:00 PM,4:30:00 PM,70.,,,1.08,,2019,1,12,2,2019-01-12
165,2.0,2019-01-12,2.0,6.0,OPERADOR7,SAP-15655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-4-2,4:35:00 PM,5:40:00 PM,70.,,,1.08,,2019,1,12,2,2019-01-12
166,2.0,2019-01-12,2.0,6.0,OPERADOR7,SAP-15655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-14-1,6:15:00 PM,8:00:00 PM,91.,,,1.75,,2019,1,12,2,2019-01-12
167,2.0,2019-01-12,2.0,7.0,OPERADOR2,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-29-1,2:00:00 PM,2:30:00 PM,21.,,,0.5,,2019,1,12,2,2019-01-12
168,2.0,2019-01-12,2.0,7.0,OPERADOR2,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-30-2,2:35:00 PM,3:10:00 PM,72.,,,0.58,,2019,1,12,2,2019-01-12
169,2.0,2019-01-12,2.0,7.0,OPERADOR2,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-32-1,4:00:00 PM,5:30:00 PM,178.,,,1.5,,2019,1,12,2,2019-01-12
170,2.0,2019-01-12,2.0,7.0,OPERADOR2,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-33-1,7:00:00 PM,8:30:00 PM,274.,,,1.5,,2019,1,12,2,2019-01-12
171,2.0,2019-01-12,2.0,5.0,OPERADOR3,SAP-1662,,NOMBREDEPEDIDO28,TIPODEPRODUCTO2,63.5CM,,SAP-1662-5-1,2:20:00 PM,4:00:00 PM,166.,,,1.67,,2019,1,12,2,2019-01-12
172,2.0,2019-01-12,2.0,5.0,OPERADOR3,SAP-1662,,NOMBREDEPEDIDO28,TIPODEPRODUCTO2,63.5CM,,SAP-1662-4-1,4:15:00 PM,6:00:00 PM,155.,,,1.75,,2019,1,12,2,2019-01-12
173,2.0,2019-01-12,2.0,5.0,OPERADOR3,SAP-1662,,NOMBREDEPEDIDO28,TIPODEPRODUCTO2,63.5CM,,SAP-1662-1-1,6:10:00 PM,7:00:00 PM,69.,,,0.83,,2019,1,12,2,2019-01-12
174,2.0,2019-01-12,2.0,5.0,OPERADOR3,SAP-1662,,NOMBREDEPEDIDO28,TIPODEPRODUCTO2,63.5CM,,SAP-1662-3-1,8:15:00 PM,9:30:00 PM,151.,,,1.25,,2019,1,12,2,2019-01-12
175,3.0,2019-01-14,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-34-1,6:20:00 AM,7:50:00 AM,186.,,,1.5,,2019,1,14,3,2019-01-14
176,3.0,2019-01-14,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-35-1,7:55:00 AM,9:40:00 AM,237.,,,1.75,,2019,1,14,3,2019-01-14
177,3.0,2019-01-14,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-36-1,9:45:00 AM,11:50:00 AM,202.,,,2.08,,2019,1,14,3,2019-01-14
178,3.0,2019-01-14,1.0,6.0,OPERADOR7,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-16-1,6:30:00 AM,7:20:00 AM,56.,,,0.83,,2019,1,14,3,2019-01-14
179,3.0,2019-01-14,1.0,6.0,OPERADOR7,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-15-1,7:25:00 AM,7:55:00 AM,28.,,,0.5,,2019,1,14,3,2019-01-14
180,3.0,2019-01-14,1.0,6.0,OPERADOR7,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-17-1,8:05:00 AM,10:45:00 AM,147.,,,2.67,,2019,1,14,3,2019-01-14
181,3.0,2019-01-14,1.0,6.0,OPERADOR7,SAP-1655A,,NOMBREDEPEDIDO23,TIPODEPRODUCTO6,60CM,,SAP-1655A-18-1,11:50:00 AM,1:40:00 PM,87.,,,1.83,,2019,1,14,3,2019-01-14
182,3.0,2019-01-14,1.0,5.0,OPERADOR3,SAP-1663,,NOMBREDEPEDIDO29,TIPODEPRODUCTO2,77.5CM,,SAP-1663-2-1,9:00:00 AM,10:15:00 AM,138.,,,1.25,,2019,1,14,3,2019-01-14
183,3.0,2019-01-14,1.0,5.0,OPERADOR3,SAP-1663,,NOMBREDEPEDIDO29,TIPODEPRODUCTO2,77.5CM,,SAP-1663-1-1,11:15:00 AM,12:15:00 PM,122.,,,1.,,2019,1,14,3,2019-01-14
184,3.0,2019-01-14,1.0,5.0,OPERADOR3,SAP-1663,,NOMBREDEPEDIDO29,TIPODEPRODUCTO2,77.5CM,,SAP-1663-3-1,12:35:00 PM,1:45:00 PM,135.,,,1.17,,2019,1,14,3,2019-01-14
185,3.0,2019-01-14,1.0,5.0,OPERADOR3,SAP-1663,,NOMBREDEPEDIDO29,TIPODEPRODUCTO2,77.5CM,,AJUSTE,,,,2.,,0.,,2019,1,14,3,2019-01-14
186,3.0,2019-01-14,2.0,7.0,OPERADOR2,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1467-37-1,2:30:00 PM,3:30:00 PM,187.,,,1.,,2019,1,14,3,2019-01-14
187,3.0,2019-01-14,2.0,7.0,OPERADOR2,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1467-38-1,4:20:00 PM,5:15:00 PM,121.,,,0.92,,2019,1,14,3,2019-01-14
188,3.0,2019-01-14,2.0,7.0,OPERADOR2,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1467-39-1,6:30:00 PM,7:45:00 PM,196.,,,1.25,,2019,1,14,3,2019-01-14
189,3.0,2019-01-14,2.0,5.0,OPERADOR1,SAP-1659,,NOMBREDEPEDIDO30,TIPODEPRODUCTO4,40CM,,,2:20:00 PM,3:50:00 PM,,,,1.5,,2019,1,14,3,2019-01-14
190,3.0,2019-01-14,2.0,5.0,OPERADOR1,SAP-1659,,NOMBREDEPEDIDO30,TIPODEPRODUCTO1,40CM,,SAP-1659-1-1,4:00:00 PM,4:30:00 PM,24.,,,0.5,,2019,1,14,3,2019-01-14
191,3.0,2019-01-14,2.0,5.0,OPERADOR1,SAP-1659,,NOMBREDEPEDIDO30,TIPODEPRODUCTO1,40CM,,SAP-1659-2-1,6:00:00 PM,8:00:00 PM,81.,,,2.,,2019,1,14,3,2019-01-14
192,3.0,2019-01-14,2.0,5.0,OPERADOR1,SAP-1659,,NOMBREDEPEDIDO30,TIPODEPRODUCTO1,40CM,,SAP-1659-3-1,8:10:00 PM,9:10:00 PM,41.,,,1.,,2019,1,14,3,2019-01-14
193,3.0,2019-01-15,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-40-1,6:20:00 AM,7:40:00 AM,135.,,,1.33,,2019,1,15,3,2019-01-15
194,3.0,2019-01-15,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-42-1,7:45:00 AM,9:10:00 AM,200.,,,1.42,,2019,1,15,3,2019-01-15
195,3.0,2019-01-15,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-43-1,9:15:00 AM,10:35:00 AM,166.,,,1.33,,2019,1,15,3,2019-01-15
196,3.0,2019-01-15,1.0,7.0,OPERADOR5,SAP-1647,,NOMBREDEPEDIDO17,TIPODEPRODUCTO1,78CM,,SAP-1647-41-1,11:10:00 AM,1:00:00 PM,205.,,,1.83,,2019,1,15,3,2019-01-15
197,3.0,2019-01-15,1.0,4.0,OPERADOR6,SAP-1468,,NOMBREDEPEDIDO31,TIPODEPRODUCTO4,48CM,,,12:50:00 PM,1:00:00 PM,0.,,,0.17,,2019,1,15,3,2019-01-15
198,3.0,2019-01-15,1.0,4.0,OPERADOR6,SAP-1468,,NOMBREDEPEDIDO31,TIPODEPRODUCTO1,48CM,,SAP-1468-1-1,1:00:00 PM,2:00:00 PM,69.,100GRS,,1.,,2019,1,15,3,2019-01-15
199,3.0,2019-01-15,1.0,5.0,OPERADOR3,SAP-1659,,NOMBREDEPEDIDO30,TIPODEPRODUCTO1,40CM,,SAP-1659-4-1,6:30:00 AM,9:00:00 AM,66.,,,2.5,,2019,1,15,3,2019-01-15
200,3.0,2019-01-15,1.0,6.0,OPERADOR7,SAP-1669,,NOMBREDEPEDIDO32,TIPODEPRODUCTO2,61CM,SAP,SAP-1669-3-1,8:25:00 AM,9:20:00 AM,84.,10.,,0.92,,2019,1,15,3,2019-01-15
201,3.0,2019-01-15,1.0,6.0,OPERADOR7,SAP-1669,,NOMBREDEPEDIDO32,TIPODEPRODUCTO2,61CM,,SAP-1669-3-2,9:30:00 AM,10:24:00 AM,85.,,,0.9,,2019,1,15,3,2019-01-15
202,3.0,2019-01-15,1.0,6.0,OPERADOR7,SAP-1669,,NOMBREDEPEDIDO32,TIPODEPRODUCTO2,61CM,,SAP-1669-4-1,10:45:00 AM,12:15:00 PM,130.,,,1.5,,2019,1,15,3,2019-01-15
203,3.0,2019-01-15,1.0,6.0,OPERADOR7,SAP-1669,,NOMBREDEPEDIDO32,TIPODEPRODUCTO2,61CM,,SAP-1669-7-1,12:25:00 PM,1:24:00 PM,105.,,,0.98,,2019,1,15,3,2019-01-15
204,3.0,2019-01-15,2.0,6.0,OPERADOR4,SAP-1669,,NOMBREDEPEDIDO32,TIPODEPRODUCTO2,61CM,,SAP-1669-5-1,2:10:00 PM,3:20:00 PM,100.,,,1.17,,2019,1,15,3,2019-01-15
205,3.0,2019-01-15,2.0,6.0,OPERADOR4,SAP-1669,,NOMBREDEPEDIDO32,TIPODEPRODUCTO2,61CM,,SAP-1669-2-1,3:45:00 PM,5:00:00 PM,90.,,,1.25,,2019,1,15,3,2019-01-15
206,3.0,2019-01-15,2.0,6.0,OPERADOR4,SAP-1669,,NOMBREDEPEDIDO32,TIPODEPRODUCTO2,61CM,,SAP-1669-1-1,5:15:00 PM,6:30:00 PM,104.,,,1.25,,2019,1,15,3,2019-01-15
207,3.0,2019-01-15,2.0,6.0,OPERADOR4,SAP-1669,,NOMBREDEPEDIDO32,TIPODEPRODUCTO2,61CM,,SAP-1669-9-1,7:30:00 PM,8:40:00 PM,111.,,,1.17,,2019,1,15,3,2019-01-15
208,3.0,2019-01-15,2.0,6.0,OPERADOR4,SAP-1669,,NOMBREDEPEDIDO32,TIPODEPRODUCTO2,61CM,,SAP-1669-10-1,8:50:00 PM,9:50:00 PM,95.,,,1.,,2019,1,15,3,2019-01-15
209,3.0,2019-01-15,2.0,7.0,OPERADOR2,SAP-1655,,NOMBREDEPEDIDO23,TIPODEPRODUCTO1,86CM,,SAP-1655-1-1,4:35:00 PM,5:10:00 PM,131.,,,0.58,,2019,1,15,3,2019-01-15
210,3.0,2019-01-15,2.0,7.0,OPERADOR2,SAP-1655,,NOMBREDEPEDIDO23,TIPODEPRODUCTO1,86CM,,SAP-1655-2-1,5:15:00 PM,7:00:00 PM,158.,,,1.75,,2019,1,15,3,2019-01-15
211,3.0,2019-01-15,2.0,7.0,OPERADOR2,SAP-1655,,NOMBREDEPEDIDO23,TIPODEPRODUCTO1,86CM,,SAP-1655-3-1,7:05:00 PM,8:30:00 PM,202.,,,1.42,,2019,1,15,3,2019-01-15
212,3.0,2019-01-15,2.0,5.0,OPERADOR1,SAP-1657,,NOMBREDEPEDIDO18,TIPODEPRODUCTO8,64CM,,SAP-1657-1-1,9:00:00 PM,9:40:00 PM,66.,,,0.67,,2019,1,15,3,2019-01-15
213,3.0,2019-01-15,2.0,4.0,OPERADOR8,SAP-1638,,NOMBREDEPEDIDO31,TIPODEPRODUCTO1,48CM,SAP,SAP-1638-2-1,2:30:00 PM,3:00:00 PM,23.,,,0.5,,2019,1,15,3,2019-01-15
214,3.0,2019-01-15,2.0,4.0,OPERADOR8,SAP-1638,,NOMBREDEPEDIDO31,TIPODEPRODUCTO1,48CM,,SAP-1638-3-1,4:00:00 PM,5:00:00 PM,76.,,,1.,,2019,1,15,3,2019-01-15
215,3.0,2019-01-15,2.0,4.0,OPERADOR8,SAP-1638,,NOMBREDEPEDIDO31,TIPODEPRODUCTO1,48CM,,SAP-1638-4-1,7:00:00 PM,8:00:00 PM,72.,,,1.,,2019,1,15,3,2019-01-15
216,3.0,2019-01-15,2.0,4.0,OPERADOR8,SAP-1638,,NOMBREDEPEDIDO31,TIPODEPRODUCTO1,48CM,,SAP-1638-5-1,8:30:00 PM,9:00:00 PM,33.,,,0.5,,2019,1,15,3,2019-01-15
217,3.0,2019-01-16,1.0,5.0,OPERADOR3,SAP-1657,,NOMBREDEPEDIDO33,TIPODEPRODUCTO8,64CM,,SAP-1657-3-1,6:30:00 AM,7:30:00 AM,90.,,,1.,,2019,1,16,3,2019-01-16
218,3.0,2019-01-16,1.0,5.0,OPERADOR3,SAP-1657,,NOMBREDEPEDIDO33,TIPODEPRODUCTO8,64CM,,SAP-1657-3-2,7:40:00 AM,8:40:00 AM,55.,,,1.,,2019,1,16,3,2019-01-16
219,3.0,2019-01-16,1.0,5.0,OPERADOR3,SAP-1657,,NOMBREDEPEDIDO33,TIPODEPRODUCTO8,64CM,,SAP-1657-2-1,9:10:00 AM,11:35:00 AM,98.,,,2.42,,2019,1,16,3,2019-01-16
220,3.0,2019-01-16,1.0,4.0,OPERADOR6,SAP-1638,,NOMBREDEPEDIDO31,TIPODEPRODUCTO1,48CM,,SAP-1638-7-1,6:30:00 AM,7:45:00 AM,114.,,,1.25,,2019,1,16,3,2019-01-16
221,3.0,2019-01-16,1.0,4.0,OPERADOR6,SAP-1638,,NOMBREDEPEDIDO31,TIPODEPRODUCTO1,48CM,,SAP-1638-8-1,7:55:00 AM,8:30:00 AM,57.,,,0.58,,2019,1,16,3,2019-01-16
222,3.0,2019-01-16,1.0,4.0,OPERADOR6,SAP-1638,,NOMBREDEPEDIDO31,TIPODEPRODUCTO1,48CM,,SAP-1638-6-1,8:40:00 AM,9:10:00 AM,53.,,,0.5,,2019,1,16,3,2019-01-16
223,3.0,2019-01-16,1.0,4.0,OPERADOR6,SAP-1638,,NOMBREDEPEDIDO31,TIPODEPRODUCTO1,48CM,,SAP-1638-9-1,9:20:00 AM,11:05:00 AM,93.,,,1.75,,2019,1,16,3,2019-01-16
224,3.0,2019-01-16,1.0,4.0,OPERADOR6,SAP-1638,,NOMBREDEPEDIDO31,TIPODEPRODUCTO1,48CM,,SAP-1638-10-1,1:00:00 PM,2:00:00 PM,76.,,,1.,,2019,1,16,3,2019-01-16
